celular;data;horario;local;latitude;longitude;tipo_celular;modelo_celular;possui_app_picmoney;data_ultima_compra;ultimo_tipo_cupom;ultimo_valor_capturado;ultimo_tipo_loja;idade;sexo
(11) 92802-7433;22/07/2025;19:00:00;MASP;-23.561.126.154.894.300;-4.665.584.617.147.330;iPhone;iPhone 11;Sim;15/07/2025;Desconto;387.23;restaurante;17;Outro
(11) 92648-4089;22/07/2025;09:00:00;Metrô Consolação;-2.355.562.978.251.540;-4.666.127.537.072.930;iPhone;iPhone 13;Sim;21/07/2025;Cashback;332.9;restaurante;69;Feminino
(61) 93763-4857;22/07/2025;18:30:00;Metrô Brigadeiro;-23.569.745.702.913.400;-46.645.017.552.232.600;Android;Samsung Galaxy A52;Sim;28/06/2025;Desconto;467.58;outros;31;Outro
(11) 95161-9205;22/07/2025;18:30:00;Shopping Pátio Paulista;-23.570.218.345.072.300;-4.664.566.247.754.720;Android;Motorola G60;Sim;13/07/2025;Desconto;142.05;móveis;17;Masculino
(11) 91574-3126;22/07/2025;18:15:00;Ponto de ônibus Pamplona;-2.356.754.488.296.920;-46.649.033.711.556.300;Android;Samsung S21;Sim;13/07/2025;Desconto;327.52;farmácia;41;Outro
(11) 93986-2254;22/07/2025;21:15:00;Metrô Trianon-Masp;-2.356.402.037.323.310;-4.665.666.448.006.910;Android;Samsung S21;Sim;30/06/2025;Cashback;172.04;mercado express;51;Masculino
(11) 92923-3087;22/07/2025;13:45:00;Esquina Rua da Paz;-23.562.496.840.357.900;-4.664.969.883.874.000;Android;Samsung Galaxy A52;Sim;02/07/2025;Produto;47.87;mercado express;45;Outro
(11) 96116-7828;22/07/2025;12:00:00;Metrô Brigadeiro;-23.570.019.151.224.400;-4.664.523.046.450.770;Android;Samsung S21;Sim;15/07/2025;Desconto;152.51;farmácia;70;Masculino
(11) 93434-8425;22/07/2025;19:30:00;Shopping Cidade São Paulo;-2.356.324.611.422.010;-4.665.222.819.778.980;Android;Xiaomi Redmi Note 11;Sim;18/07/2025;Cashback;177.81;esportivo;16;Feminino
(11) 97026-9048;22/07/2025;18:15:00;Metrô Trianon-Masp;-235.644.869.391.519;-46.656.697.009.419.400;Android;Realme C35;Sim;15/07/2025;Produto;411.53;eletrodoméstico;32;Masculino
(11) 91574-6841;22/07/2025;16:15:00;Shopping Cidade São Paulo;-2.356.299.663.422.650;-4.665.251.006.257.380;Android;Motorola G60;Sim;15/07/2025;Cashback;458.53;farmácia;27;Outro
(11) 97693-1307;22/07/2025;07:30:00;Ponto de ônibus Pamplona;-2.356.753.563.314.470;-46.648.698.316.094;Android;Samsung S21;Sim;17/07/2025;Desconto;436.15;farmácia;26;Feminino
(11) 93339-2526;22/07/2025;17:30:00;Shopping Pátio Paulista;-23.571.090.634.807.200;-46.645.811.072.092;iPhone;iPhone 12;Sim;15/07/2025;Desconto;25.33;vestuário;59;Feminino
(11) 92615-3824;22/07/2025;07:15:00;Esquina Rua da Paz;-2.356.224.147.017.790;-46.649.854.959.048.900;Android;Samsung Galaxy A52;Sim;20/07/2025;Produto;94.98;mercado express;37;Feminino
(11) 99302-6556;22/07/2025;20:45:00;Ponto de ônibus Augusta;-23.558.551.288.609.600;-46.658.933.988.874.300;iPhone;iPhone 13;Sim;30/06/2025;Produto;273.92;farmácia;32;Feminino
(61) 96400-9129;22/07/2025;07:45:00;Shopping Pátio Paulista;-2.357.073.807.438.170;-4.664.614.339.046.470;iPhone;iPhone SE;Sim;25/06/2025;Produto;178.74;vestuário;26;Outro
(11) 98131-4859;22/07/2025;12:15:00;Ponto de ônibus Pamplona;-2.356.748.182.478.240;-46.648.772.821.305.700;Android;Realme C35;Sim;01/07/2025;Cashback;167.88;mercado express;23;Feminino
(11) 94504-6362;22/07/2025;11:30:00;Shopping Pátio Paulista;-23.570.937.731.170.800;-4.664.560.966.945.410;Android;Samsung S21;Sim;11/07/2025;Cashback;200.56;eletrodoméstico;53;Masculino
(11) 99385-9401;22/07/2025;19:15:00;Esquina Rua da Paz;-2.356.235.891.244.810;-4.664.962.020.382.150;Android;Motorola G60;Sim;11/07/2025;Desconto;366.24;farmácia;36;Outro
(11) 95561-3858;22/07/2025;06:00:00;Esquina Av. Consolação;-235.577.009.359.129;-466.598.159.535.132;Android;Realme C35;Sim;07/07/2025;Desconto;445.85;esportivo;31;Outro
(11) 92641-6799;22/07/2025;08:30:00;MASP;-23.561.311.972.312.100;-4.665.583.744.922.780;Android;Xiaomi Redmi Note 11;Sim;01/07/2025;Produto;60.64;vestuário;43;Feminino
(11) 98442-1398;22/07/2025;13:45:00;MASP;-23.561.381.827.951.100;-4.665.580.211.025.440;Android;Realme C35;Sim;04/07/2025;Produto;36.48;vestuário;28;Masculino
(11) 95333-9236;22/07/2025;20:45:00;Metrô Trianon-Masp;-23.564.077.800.005.400;-4.665.686.458.602.690;iPhone;iPhone 13;Sim;13/07/2025;Desconto;221.92;outros;46;Masculino
(11) 99339-7444;22/07/2025;10:45:00;Metrô Trianon-Masp;-23.564.299.781.278.300;-4.665.669.209.667.730;Android;Realme C35;Sim;01/07/2025;Cashback;107.79;outros;55;Masculino
(11) 92121-7373;22/07/2025;19:15:00;Ponto de ônibus Augusta;-23.558.429.541.858.400;-4.665.888.209.451.650;Android;Samsung Galaxy A52;Sim;04/07/2025;Cashback;385.54;restaurante;18;Outro
(71) 95355-6837;22/07/2025;12:15:00;Metrô Brigadeiro;-23.569.970.736.793.000;-46.644.969.173.977.800;Android;Xiaomi Redmi Note 11;Sim;30/06/2025;Cashback;226.78;móveis;42;Feminino
(11) 97454-8370;22/07/2025;07:30:00;Ponto de ônibus Augusta;-23.558.394.621.546.300;-4.665.909.134.263.890;iPhone;iPhone 12;Sim;10/07/2025;Cashback;38.6;eletrodoméstico;53;Outro
(11) 99637-2986;22/07/2025;13:30:00;Esquina Rua da Paz;-23.562.747.708.333.800;-46.649.746.120.388.100;iPhone;iPhone 14 Pro;Sim;15/07/2025;Produto;126.56;eletrodoméstico;58;Masculino
(11) 99028-3586;22/07/2025;13:00:00;Metrô Brigadeiro;-23.570.074.068.687.800;-46.645.033.115.442.700;Android;Samsung Galaxy A52;Sim;03/07/2025;Produto;347.67;farmácia;57;Feminino
(11) 92708-7780;22/07/2025;12:45:00;Metrô Brigadeiro;-23.569.690.685.270.100;-46.644.864.972.926.200;iPhone;iPhone SE;Sim;10/07/2025;Desconto;446.03;esportivo;49;Feminino
(11) 96130-8212;22/07/2025;18:30:00;Esquina Av. Consolação;-2.355.741.653.699.940;-4.666.013.359.038.500;Android;Realme C35;Sim;17/07/2025;Cashback;386.02;esportivo;50;Masculino
(11) 96229-2565;22/07/2025;18:45:00;Metrô Consolação;-2.355.565.942.009.230;-4.666.161.504.650.440;Android;Samsung Galaxy A52;Sim;27/06/2025;Desconto;81.92;eletrodoméstico;46;Feminino
(21) 98483-4526;22/07/2025;08:30:00;Shopping Pátio Paulista;-23.570.467.688.193.000;-4.664.537.687.178.360;Android;Xiaomi Redmi Note 11;Sim;04/07/2025;Cashback;184.8;vestuário;54;Feminino
(11) 91087-1211;22/07/2025;17:15:00;Esquina Av. Consolação;-23.557.738.749.502.400;-46.659.922.953.444;Android;Xiaomi Redmi Note 11;Sim;27/06/2025;Cashback;301.35;vestuário;44;Masculino
(11) 94265-9615;22/07/2025;06:30:00;MASP;-23.561.385.571.699.100;-4.665.569.212.933.450;Android;Realme C35;Sim;22/06/2025;Cashback;63.74;vestuário;54;Outro
(41) 93359-4375;22/07/2025;07:15:00;MASP;-2.356.124.699.893.180;-46.656.000.737.241.400;iPhone;iPhone SE;Sim;17/07/2025;Cashback;75.7;restaurante;62;Outro
(11) 93883-9442;22/07/2025;17:15:00;Metrô Consolação;-23.556.028.310.446.000;-46.661.664.698.450.300;Android;Motorola G60;Sim;27/06/2025;Produto;60.04;esportivo;21;Masculino
(21) 96556-6617;22/07/2025;13:00:00;Shopping Cidade São Paulo;-23.563.304.639.077.600;-4.665.253.834.943.850;iPhone;iPhone 14 Pro;Sim;19/07/2025;Desconto;41.42;esportivo;27;Outro
(11) 92374-9949;22/07/2025;18:30:00;Shopping Cidade São Paulo;-23.563.107.439.663.400;-4.665.214.508.320.760;Android;Realme C35;Sim;08/07/2025;Desconto;279.68;outros;37;Masculino
(11) 95214-4549;22/07/2025;13:00:00;Metrô Trianon-Masp;-23.563.944.940.100.000;-4.665.664.636.492.160;Android;Samsung S21;Sim;18/07/2025;Produto;486.4;esportivo;39;Masculino
(11) 99724-5798;22/07/2025;06:30:00;Shopping Pátio Paulista;-2.357.061.945.284.850;-4.664.575.592.404.090;Android;Samsung Galaxy A52;Sim;08/07/2025;Desconto;287.25;móveis;62;Outro
(31) 95809-8177;22/07/2025;18:15:00;Ponto de ônibus Augusta;-2.355.832.571.035.770;-4.665.910.230.014.770;Android;Motorola G60;Sim;29/06/2025;Cashback;208.68;farmácia;37;Outro
(11) 92614-6012;22/07/2025;07:45:00;Metrô Trianon-Masp;-23.564.173.019.694.100;-46.656.587.768.349.600;Android;Xiaomi Redmi Note 11;Sim;30/06/2025;Produto;453.74;restaurante;51;Masculino
(11) 96289-7209;22/07/2025;17:30:00;MASP;-23.561.610.216.608.900;-4.665.586.396.638.610;Android;Xiaomi Redmi Note 11;Sim;12/07/2025;Desconto;293.38;farmácia;52;Masculino
(11) 92422-1104;22/07/2025;06:00:00;Metrô Trianon-Masp;-23.564.170.838.800.900;-4.665.680.428.974.740;Android;Motorola G60;Sim;29/06/2025;Desconto;420.01;eletrodoméstico;56;Masculino
(11) 95594-1002;22/07/2025;09:00:00;Metrô Trianon-Masp;-23.564.114.991.291.000;-4.665.651.911.004.130;Android;Samsung Galaxy A52;Sim;13/07/2025;Produto;297.16;móveis;20;Outro
(11) 92150-2806;22/07/2025;17:15:00;Ponto de ônibus Augusta;-23.558.464.648.760.200;-4.665.894.137.505.170;Android;Samsung Galaxy A52;Sim;15/07/2025;Produto;119.06;outros;68;Feminino
(11) 92484-1225;22/07/2025;12:15:00;Shopping Pátio Paulista;-23.570.397.211.107.500;-4.664.552.626.158.960;iPhone;iPhone SE;Sim;10/07/2025;Desconto;413.8;eletrodoméstico;51;Masculino
(11) 96265-7450;22/07/2025;09:15:00;Ponto de ônibus Augusta;-2.355.853.368.793.090;-4.665.891.235.424.550;iPhone;iPhone 11;Sim;05/07/2025;Cashback;64.09;outros;29;Outro
(11) 98378-3797;22/07/2025;08:00:00;Shopping Cidade São Paulo;-23.563.406.281.681.400;-4.665.240.235.674.580;Android;Samsung Galaxy A52;Sim;15/07/2025;Produto;228.77;restaurante;65;Feminino
(11) 95730-8067;22/07/2025;18:00:00;Esquina Rua da Paz;-23.562.521.698.268.400;-46.649.767.265.277.900;Android;Realme C35;Sim;27/06/2025;Cashback;392.43;outros;25;Masculino
(11) 94040-8934;22/07/2025;11:45:00;Shopping Cidade São Paulo;-23.563.225.879.906.000;-4.665.229.454.624.360;Android;Realme C35;Sim;26/06/2025;Cashback;426.28;esportivo;19;Outro
(11) 93465-7064;22/07/2025;13:30:00;Esquina Rua da Paz;-23.562.482.230.103.900;-46.649.879.955.897.600;Android;Motorola G60;Sim;03/07/2025;Cashback;19.93;eletrodoméstico;36;Feminino
(11) 93425-8271;22/07/2025;13:30:00;Metrô Consolação;-23.555.876.147.685.500;-4.666.120.611.264.000;Android;Samsung Galaxy A52;Sim;06/07/2025;Cashback;178.19;móveis;25;Outro
(11) 92715-3548;22/07/2025;17:15:00;MASP;-23.561.268.592.891.200;-4.665.606.220.043.060;Android;Realme C35;Sim;05/07/2025;Cashback;346.74;vestuário;27;Outro
(11) 91514-6495;22/07/2025;08:30:00;Esquina Av. Consolação;-2.355.742.130.839.470;-4.666.002.472.095.240;iPhone;iPhone 12;Sim;22/06/2025;Cashback;474.51;eletrodoméstico;40;Outro
(11) 92824-1057;22/07/2025;21:30:00;MASP;-2.356.124.440.648.340;-46.655.778.732.767.100;Android;Xiaomi Redmi Note 11;Sim;10/07/2025;Cashback;288.02;eletrodoméstico;32;Outro
(11) 96044-4374;22/07/2025;18:00:00;Ponto de ônibus Augusta;-2.355.833.964.918.870;-4.665.921.780.075.610;Android;Samsung Galaxy A52;Sim;10/07/2025;Produto;251.51;farmácia;21;Feminino
(11) 95273-6779;22/07/2025;08:45:00;Shopping Cidade São Paulo;-23.562.796.953.172.500;-46.651.927.491.095.300;iPhone;iPhone SE;Sim;09/07/2025;Cashback;141.09;eletrodoméstico;20;Outro
(11) 91114-7586;22/07/2025;07:15:00;Metrô Brigadeiro;-23.569.652.571.770.500;-46.645.399.711.136.600;iPhone;iPhone 12;Sim;15/07/2025;Produto;36.89;eletrodoméstico;20;Feminino
(11) 96559-1302;22/07/2025;19:45:00;Shopping Cidade São Paulo;-2.356.323.763.512.130;-46.652.452.634.898.200;Android;Samsung Galaxy A52;Sim;26/06/2025;Produto;233.77;esportivo;37;Outro
(11) 93777-8413;22/07/2025;06:45:00;Shopping Cidade São Paulo;-2.356.367.465.975.090;-4.665.224.092.880.190;Android;Realme C35;Sim;21/07/2025;Produto;386.39;farmácia;47;Feminino
(11) 99110-2894;22/07/2025;08:00:00;Shopping Pátio Paulista;-23.570.480.352.808.800;-4.664.566.319.765.840;Android;Xiaomi Redmi Note 11;Sim;05/07/2025;Produto;468.76;restaurante;40;Masculino
(11) 92439-4463;22/07/2025;17:15:00;Ponto de ônibus Pamplona;-23.567.441.724.352.200;-4.664.839.714.735.860;Android;Realme C35;Sim;30/06/2025;Produto;221.52;restaurante;66;Feminino
(11) 92849-7494;22/07/2025;13:15:00;MASP;-2.356.159.183.995.250;-4.665.556.148.114.910;Android;Samsung S21;Sim;16/07/2025;Desconto;253.87;mercado express;26;Masculino
(11) 96772-9885;22/07/2025;08:45:00;Metrô Trianon-Masp;-23.564.298.406.105.000;-4.665.665.387.716.720;Android;Samsung Galaxy A52;Sim;29/06/2025;Desconto;119.52;mercado express;68;Feminino
(11) 94975-8592;22/07/2025;08:00:00;Ponto de ônibus Augusta;-23.558.540.528.207.900;-4.665.886.905.243.110;Android;Samsung S21;Sim;14/07/2025;Desconto;316.84;móveis;18;Masculino
(11) 94208-5393;22/07/2025;12:45:00;Esquina Av. Consolação;-2.355.742.339.264.220;-4.666.007.795.535.510;Android;Motorola G60;Sim;30/06/2025;Cashback;120.66;eletrodoméstico;45;Masculino
(11) 94779-7284;22/07/2025;08:45:00;Metrô Trianon-Masp;-23.564.510.818.885.700;-4.665.684.327.980.690;Android;Samsung S21;Sim;07/07/2025;Cashback;252.25;outros;50;Feminino
(11) 98777-5906;22/07/2025;12:15:00;Ponto de ônibus Augusta;-23.558.741.258.149.400;-4.665.924.276.600.810;iPhone;iPhone 13;Sim;07/07/2025;Desconto;288.21;móveis;39;Outro
(11) 99540-4286;22/07/2025;06:00:00;Ponto de ônibus Pamplona;-23.567.399.294.877.700;-4.664.809.507.752.980;Android;Realme C35;Sim;23/06/2025;Produto;171.28;móveis;57;Feminino
(11) 92745-8908;22/07/2025;12:00:00;Esquina Av. Consolação;-23.557.993.035.434.800;-4.666.030.125.144.970;Android;Samsung Galaxy A52;Sim;29/06/2025;Produto;489.03;mercado express;26;Feminino
(11) 95751-5059;22/07/2025;12:45:00;Ponto de ônibus Augusta;-23.558.236.491.079.600;-4.665.888.593.282.830;Android;Samsung Galaxy A52;Sim;06/07/2025;Cashback;292.06;restaurante;36;Masculino
(11) 92049-8475;22/07/2025;18:15:00;Esquina Av. Consolação;-2.355.756.961.338.590;-4.666.006.401.333.240;iPhone;iPhone 14 Pro;Sim;28/06/2025;Produto;302.4;móveis;61;Masculino
(71) 94661-5197;22/07/2025;09:30:00;Metrô Brigadeiro;-23.570.013.888.032.800;-4.664.527.508.460.380;iPhone;iPhone 13;Sim;03/07/2025;Desconto;279.71;outros;41;Outro
(11) 93813-9765;22/07/2025;11:15:00;Esquina Av. Consolação;-2.355.739.084.156.340;-4.666.007.282.994.400;Android;Xiaomi Redmi Note 11;Sim;11/07/2025;Desconto;143.3;móveis;55;Masculino
(11) 94437-6304;22/07/2025;16:45:00;Esquina Av. Consolação;-2.355.753.132.381.990;-4.665.955.042.904.280;Android;Samsung Galaxy A52;Sim;21/07/2025;Desconto;344.1;eletrodoméstico;16;Masculino
(11) 97839-7784;22/07/2025;17:00:00;Shopping Cidade São Paulo;-2.356.277.741.278.370;-46.652.776.010.473.000;Android;Samsung S21;Sim;14/07/2025;Desconto;194.86;outros;34;Masculino
(11) 95481-5033;22/07/2025;18:45:00;Metrô Trianon-Masp;-2.356.406.442.106.690;-46.656.888.778.273.700;Android;Xiaomi Redmi Note 11;Sim;16/07/2025;Desconto;219.23;esportivo;32;Masculino
(61) 92168-7625;22/07/2025;17:45:00;Metrô Trianon-Masp;-23.563.736.803.630.700;-4.665.682.474.565.980;Android;Samsung S21;Sim;07/07/2025;Produto;69.72;eletrodoméstico;50;Outro
(11) 94645-5404;22/07/2025;18:30:00;Ponto de ônibus Augusta;-23.558.446.063.027.000;-4.665.859.131.281.260;Android;Realme C35;Sim;20/07/2025;Cashback;110.1;mercado express;20;Feminino
(11) 95562-3793;22/07/2025;17:30:00;Ponto de ônibus Pamplona;-23.567.635.064.553.200;-4.664.870.188.021.260;Android;Realme C35;Sim;07/07/2025;Cashback;436.84;mercado express;25;Feminino
(11) 94935-2565;22/07/2025;21:30:00;Shopping Pátio Paulista;-23.570.488.939.920.400;-46.645.417.976.570.000;Android;Motorola G60;Sim;05/07/2025;Cashback;176.35;restaurante;18;Outro
(71) 99194-9108;22/07/2025;11:30:00;Ponto de ônibus Pamplona;-2.356.763.342.185.170;-4.664.811.342.955.720;Android;Samsung Galaxy A52;Sim;17/07/2025;Cashback;245.71;outros;49;Outro
(31) 99698-7554;22/07/2025;15:15:00;Esquina Rua da Paz;-2.356.233.547.419.600;-4.665.004.184.366.630;Android;Motorola G60;Sim;07/07/2025;Desconto;420.45;farmácia;57;Outro
(11) 92543-5414;22/07/2025;15:30:00;Metrô Brigadeiro;-23.570.141.827.564.400;-4.664.515.873.112.710;Android;Samsung Galaxy A52;Sim;09/07/2025;Cashback;478.81;móveis;65;Feminino
(11) 95164-4147;22/07/2025;19:45:00;Metrô Trianon-Masp;-2.356.427.699.161.680;-4.665.683.376.091.850;iPhone;iPhone 12;Sim;10/07/2025;Produto;90.22;outros;48;Outro
(11) 93250-4203;22/07/2025;19:00:00;Esquina Av. Consolação;-23.557.650.070.040.300;-4.666.000.936.686.510;iPhone;iPhone SE;Sim;05/07/2025;Produto;195.44;mercado express;70;Masculino
(11) 98943-8161;22/07/2025;18:30:00;Metrô Trianon-Masp;-23.564.104.717.491.000;-46.656.847.343.030.000;Android;Samsung S21;Sim;22/06/2025;Produto;26.26;vestuário;49;Outro
(11) 92946-7204;22/07/2025;06:00:00;Ponto de ônibus Pamplona;-23.567.529.862.355.500;-46.648.666.964.803.800;Android;Motorola G60;Sim;02/07/2025;Cashback;344.21;vestuário;59;Masculino
(11) 97513-5932;22/07/2025;13:00:00;Ponto de ônibus Pamplona;-23.567.071.532.871.400;-4.664.881.815.529.690;iPhone;iPhone SE;Sim;23/06/2025;Cashback;149.05;eletrodoméstico;55;Feminino
(11) 93812-2621;22/07/2025;17:30:00;Ponto de ônibus Augusta;-235.584.812.532.544;-4.665.897.997.290.080;Android;Realme C35;Sim;28/06/2025;Cashback;492.35;esportivo;56;Masculino
(11) 97534-4242;22/07/2025;07:15:00;Metrô Trianon-Masp;-235.638.814.451.814;-4.665.658.149.819.580;Android;Samsung Galaxy A52;Sim;03/07/2025;Produto;112.97;eletrodoméstico;20;Feminino
(11) 97714-4211;22/07/2025;07:00:00;Ponto de ônibus Pamplona;-235.676.843.407.501;-4.664.828.757.536.550;Android;Motorola G60;Sim;15/07/2025;Desconto;497.87;outros;18;Masculino
(11) 99023-3265;22/07/2025;07:30:00;Esquina Av. Consolação;-2.355.748.972.753.450;-4.665.978.197.893.570;Android;Motorola G60;Sim;09/07/2025;Desconto;109.32;esportivo;40;Feminino
(11) 94993-4394;22/07/2025;08:00:00;MASP;-23.561.958.533.716.100;-4.665.597.813.199.070;iPhone;iPhone SE;Sim;16/07/2025;Desconto;447.95;outros;61;Masculino
(11) 92440-1516;22/07/2025;14:15:00;Esquina Rua da Paz;-23.562.682.527.622.700;-4.664.985.962.428.240;Android;Samsung Galaxy A52;Sim;17/07/2025;Desconto;45.22;farmácia;35;Outro
(11) 95075-5401;22/07/2025;18:00:00;MASP;-23.561.561.915.206.600;-4.665.568.587.478.040;Android;Samsung S21;Sim;19/07/2025;Cashback;42.3;eletrodoméstico;70;Masculino
(11) 95303-3193;22/07/2025;12:15:00;Ponto de ônibus Augusta;-23.558.342.522.021.700;-466.591.214.794.144;iPhone;iPhone 11;Sim;29/06/2025;Produto;494.57;móveis;61;Masculino
(11) 96613-6111;22/07/2025;18:30:00;Metrô Brigadeiro;-23.569.790.248.643.400;-4.664.504.189.154.060;Android;Xiaomi Redmi Note 11;Sim;30/06/2025;Cashback;360.39;outros;62;Outro
(41) 94241-5645;22/07/2025;22:00:00;Metrô Brigadeiro;-2.356.981.472.802.750;-4.664.484.907.135.530;Android;Xiaomi Redmi Note 11;Sim;15/07/2025;Desconto;263.42;restaurante;27;Outro
(11) 95554-2297;22/07/2025;17:45:00;Metrô Brigadeiro;-23.569.903.189.184.300;-46.645.330.217.033.200;Android;Samsung S21;Sim;16/07/2025;Desconto;373.83;móveis;37;Outro
(11) 96935-3645;22/07/2025;08:45:00;MASP;-23.561.753.949.477.200;-46.655.888.308.747.700;Android;Samsung Galaxy A52;Sim;04/07/2025;Desconto;324.21;mercado express;48;Masculino
(11) 94533-1996;22/07/2025;17:15:00;Shopping Pátio Paulista;-2.357.073.534.581.430;-4.664.542.561.245.160;iPhone;iPhone 13;Sim;30/06/2025;Produto;58.56;farmácia;64;Outro
(11) 93262-4454;22/07/2025;15:45:00;Metrô Brigadeiro;-23.569.601.508.254.000;-46.645.160.936.397.500;iPhone;iPhone 12;Sim;15/07/2025;Cashback;356.52;mercado express;48;Feminino
(11) 91892-6369;22/07/2025;18:45:00;Metrô Consolação;-23.556.034.123.260.800;-4.666.156.906.067.750;Android;Samsung S21;Sim;13/07/2025;Desconto;56.28;esportivo;65;Masculino
(11) 94098-5953;22/07/2025;14:30:00;Esquina Av. Consolação;-23.557.721.827.795.800;-4.665.982.844.795.140;Android;Samsung S21;Sim;12/07/2025;Produto;226.8;eletrodoméstico;25;Masculino
(11) 95830-3994;22/07/2025;16:45:00;Ponto de ônibus Pamplona;-23.567.526.235.052.300;-4.664.817.889.969.360;Android;Samsung S21;Sim;03/07/2025;Produto;341.55;farmácia;63;Feminino
(11) 96085-2009;22/07/2025;11:30:00;Esquina Rua da Paz;-2.356.236.612.669.440;-4.664.994.759.502.380;Android;Motorola G60;Sim;02/07/2025;Cashback;44.14;esportivo;62;Feminino
(11) 92091-4201;22/07/2025;07:30:00;Shopping Pátio Paulista;-2.357.081.477.321.330;-4.664.581.052.868.920;Android;Samsung S21;Sim;01/07/2025;Cashback;197.85;farmácia;46;Feminino
(11) 96084-3991;22/07/2025;08:30:00;Ponto de ônibus Pamplona;-23.567.483.335.693.700;-466.486.226.263.955;Android;Motorola G60;Sim;15/07/2025;Desconto;269.29;móveis;44;Masculino
(11) 99077-9995;22/07/2025;17:45:00;Metrô Consolação;-23.555.926.176.205.900;-4.666.181.130.757.730;Android;Xiaomi Redmi Note 11;Sim;12/07/2025;Cashback;434.11;restaurante;27;Feminino
(11) 93915-5562;22/07/2025;17:00:00;MASP;-2.356.144.106.306.820;-46.655.922.490.663.300;iPhone;iPhone SE;Sim;06/07/2025;Cashback;229.92;móveis;23;Outro
(11) 98212-5053;22/07/2025;08:30:00;Shopping Pátio Paulista;-23.570.740.484.489.500;-4.664.571.242.594.170;Android;Realme C35;Sim;17/07/2025;Desconto;333.9;farmácia;47;Outro
(11) 99736-4680;22/07/2025;13:30:00;Ponto de ônibus Pamplona;-2.356.749.679.150.280;-4.664.847.496.455.130;Android;Motorola G60;Sim;20/07/2025;Produto;132.71;restaurante;22;Masculino
(11) 99169-8622;22/07/2025;19:45:00;Ponto de ônibus Augusta;-2.355.876.699.908.040;-466.590.682.422.344;iPhone;iPhone 14 Pro;Sim;06/07/2025;Desconto;146.79;outros;66;Outro
(11) 92177-1161;22/07/2025;08:00:00;Shopping Pátio Paulista;-23.570.430.456.004.500;-4.664.576.977.381.190;Android;Samsung S21;Sim;06/07/2025;Produto;346.03;restaurante;32;Outro
(11) 95789-9025;22/07/2025;18:15:00;Ponto de ônibus Pamplona;-23.567.591.980.783.500;-4.664.824.765.853.530;Android;Samsung S21;Sim;02/07/2025;Produto;292.97;vestuário;60;Masculino
