celular;data;horario;local;latitude;longitude;tipo_celular;modelo_celular;possui_app_picmoney;data_ultima_compra;ultimo_tipo_cupom;ultimo_valor_capturado;ultimo_tipo_loja;idade;sexo;;�nicos
(11) 93110-6215;22/07/2025;06:30:00;Metrô Trianon-Masp;-2.356.394.623.548.080;-4.665.670.727.145.790;iPhone;iPhone 12;Não;;;;;60;Masculino;;
(11) 98705-1949;22/07/2025;07:30:00;MASP;-23.561.661.984.289.100;-4.665.591.031.316.130;Android;Samsung Galaxy A52;Sim;12/07/2025;Produto;180.56;restaurante;46;Masculino;;
(11) 91506-9831;22/07/2025;17:45:00;Metrô Consolação;-23.555.766.994.977.100;-4.666.149.927.362.170;Android;Xiaomi Redmi Note 11;Sim;27/06/2025;Desconto;427.7;restaurante;59;Outro;;
(11) 94018-9897;22/07/2025;09:45:00;Metrô Consolação;-2.355.624.865.820.750;-4.666.154.037.275.400;Android;Samsung Galaxy A52;Não;;;;;24;Outro;;
(11) 95845-1855;22/07/2025;08:15:00;Esquina Av. Consolação;-23.557.602.372.011.300;-4.665.983.802.531.070;Android;Realme C35;Sim;21/07/2025;Cashback;337.96;esportivo;27;Feminino;;
(11) 92262-6092;22/07/2025;13:15:00;Esquina Av. Consolação;-23.557.500.373.229.200;-46.660.066.676.300.800;Android;Realme C35;Sim;22/06/2025;Cashback;491.11;farmácia;49;Feminino;;
(11) 95947-3223;22/07/2025;12:00:00;Metrô Brigadeiro;-23.569.873.500.079.200;-4.664.493.231.805.150;Android;Realme C35;Não;;;;;51;Feminino;;
(11) 97285-2962;22/07/2025;08:00:00;Shopping Cidade São Paulo;-23.562.975.418.118.400;-4.665.248.122.225.950;Android;Xiaomi Redmi Note 11;Não;;;;;29;Outro;;
(71) 97701-4175;22/07/2025;07:15:00;Ponto de Ônibus Pamplona;-23.567.568.731.971.800;-4.664.820.613.078.980;Android;Samsung Galaxy A52;Não;;;;;33;Feminino;;
(11) 99694-3455;22/07/2025;12:15:00;Metrô Trianon-Masp;-2.356.413.722.233.860;-46.656.596.550.053.800;iPhone;iPhone 11;Sim;12/07/2025;Produto;156.41;farmácia;38;Outro;;
(11) 93702-4253;22/07/2025;20:30:00;MASP;-23.561.660.838.387.500;-4.665.622.390.145.820;iPhone;iPhone 13;Sim;21/07/2025;Cashback;487.71;mercado express;36;Outro;;
(11) 92388-8070;22/07/2025;07:15:00;Ponto de Ônibus Pamplona;-2.356.770.804.097.300;-466.486.379.784.112;Android;Realme C35;Sim;22/06/2025;Cashback;395.07;móveis;19;Outro;;
(11) 97646-9070;22/07/2025;17:30:00;Shopping Pátio Paulista;-2.357.034.101.776.710;-4.664.542.109.474.740;Android;Motorola G60;Sim;01/07/2025;Produto;177.25;farmácia;60;Outro;;
(11) 97175-7802;22/07/2025;17:00:00;Metrô Consolação;-2.355.615.606.406.130;-4.666.172.624.902.780;Android;Motorola G60;Sim;14/07/2025;Cashback;320.74;móveis;34;Outro;;
(11) 97011-5110;22/07/2025;08:15:00;Ponto de Ônibus Augusta;-2.355.836.044.212.050;-4.665.902.107.062.480;Android;Samsung Galaxy A52;Sim;18/07/2025;Cashback;21.55;esportivo;17;Outro;;
(41) 95931-8100;22/07/2025;11:45:00;Shopping Pátio Paulista;-23.570.248.088.306.800;-46.645.516.299.811.500;Android;Samsung Galaxy A52;Não;;;;;56;Feminino;;
(11) 95065-8730;22/07/2025;10:00:00;Esquina Av. Consolação;-2.355.755.353.702.080;-46.660.035.733.874.200;Android;Samsung S21;Sim;11/07/2025;Cashback;182.13;outros;66;Masculino;;
(11) 93407-9888;22/07/2025;12:30:00;Esquina Av. Consolação;-23.557.511.357.966.500;-4.666.016.919.147.930;Android;Samsung Galaxy A52;Sim;29/06/2025;Produto;248.19;móveis;16;Masculino;;
(11) 98820-8488;22/07/2025;07:00:00;Esquina Rua da Paz;-2.356.231.215.717.280;-4.664.985.151.423.640;Android;Motorola G60;Não;;;;;22;Masculino;;
(11) 99473-3364;22/07/2025;12:45:00;Esquina Av. Consolação;-2.355.740.914.584.640;-4.665.995.148.506.210;iPhone;iPhone 13;Não;;;;;66;Feminino;;
(11) 92902-7413;22/07/2025;08:15:00;Shopping Cidade São Paulo;-23.563.360.639.555.800;-4.665.220.216.136.010;iPhone;iPhone 11;Sim;25/06/2025;Cashback;87.82;móveis;47;Outro;;
(11) 91983-6270;22/07/2025;18:45:00;Metrô Consolação;-23.555.745.179.505.400;-46.661.217.546.181;Android;Samsung Galaxy A52;Sim;07/07/2025;Desconto;425.74;vestuário;48;Outro;;
(11) 97723-5512;22/07/2025;18:15:00;Shopping Cidade São Paulo;-23.563.415.658.219.500;-4.665.244.765.907.750;Android;Realme C35;Não;;;;;20;Outro;;
(11) 94944-1359;22/07/2025;19:00:00;Esquina Rua da Paz;-23.562.817.328.911.400;-4.665.004.360.395.830;Android;Samsung Galaxy A52;Sim;06/07/2025;Produto;79;mercado express;16;Masculino;;
(11) 99436-4429;22/07/2025;18:00:00;Shopping Pátio Paulista;-23.570.897.179.873.500;-4.664.541.389.967.270;Android;Samsung Galaxy A52;Não;;;;;30;Feminino;;
(11) 96310-7638;22/07/2025;08:45:00;Metrô Brigadeiro;-23.569.619.552.538.200;-4.664.503.092.639.560;iPhone;iPhone 11;Sim;18/07/2025;Desconto;196.94;mercado express;64;Outro;;
(11) 94920-2789;22/07/2025;18:30:00;Shopping Pátio Paulista;-23.570.751.744.357.600;-4.664.595.582.050.970;Android;Realme C35;Sim;30/06/2025;Cashback;30.71;farmácia;56;Feminino;;
(11) 99262-6484;22/07/2025;18:30:00;Esquina Av. Consolação;-2.355.764.077.292.290;-46.659.874.925.725.500;Android;Samsung Galaxy A52;Sim;14/07/2025;Produto;470.97;eletrodoméstico;22;Feminino;;
(11) 97774-5866;22/07/2025;15:30:00;Shopping Cidade São Paulo;-23.563.314.410.538;-466.519.212.847.648;Android;Motorola G60;Sim;10/07/2025;Cashback;385.94;farmácia;69;Outro;;
(11) 97026-3202;22/07/2025;10:30:00;Metrô Consolação;-2.355.547.286.091.200;-4.666.161.783.521.130;Android;Samsung Galaxy A52;Sim;12/07/2025;Produto;398.33;esportivo;69;Masculino;;
(61) 94625-1163;22/07/2025;07:00:00;Shopping Cidade São Paulo;-2.356.324.937.365.100;-4.665.241.683.917.990;Android;Realme C35;Sim;19/07/2025;Produto;11.02;eletrodoméstico;27;Outro;;
(11) 98450-3207;22/07/2025;08:15:00;Metrô Brigadeiro;-23.569.518.324.647.800;-4.664.513.033.906.630;iPhone;iPhone SE;Sim;13/07/2025;Produto;359.42;móveis;35;Masculino;;
(11) 94809-4280;22/07/2025;11:30:00;Ponto de Ônibus Augusta;-23.558.313.126.209.400;-4.665.899.564.155.730;iPhone;iPhone 12;Não;;;;;26;Outro;;
(11) 95133-2617;22/07/2025;17:45:00;Metrô Brigadeiro;-23.569.695.287.557.200;-46.645.163.079.458.300;Android;Samsung Galaxy A52;Sim;07/07/2025;Produto;205.62;eletrodoméstico;22;Feminino;;
(11) 93010-1119;22/07/2025;13:45:00;Ponto de Ônibus Pamplona;-23.567.566.583.719.100;-4.664.850.483.650.390;iPhone;iPhone 12;Sim;29/06/2025;Desconto;258.77;farmácia;36;Feminino;;
(11) 95541-6081;22/07/2025;13:15:00;Esquina Rua da Paz;-23.562.626.273.323.500;-46.649.750.155.166.100;Android;Motorola G60;Sim;29/06/2025;Cashback;320.51;outros;50;Feminino;;
(11) 97533-7388;22/07/2025;19:45:00;Ponto de Ônibus Pamplona;-23.567.652.861.625.900;-4.664.861.540.642.830;Android;Samsung Galaxy A52;Não;;;;;31;Outro;;
(31) 94043-5474;22/07/2025;11:30:00;Ponto de Ônibus Augusta;-23.558.228.259.995.200;-4.665.876.701.455.260;iPhone;iPhone 11;Sim;23/06/2025;Cashback;45.74;vestuário;42;Feminino;;
(11) 98185-8602;22/07/2025;10:00:00;Shopping Cidade São Paulo;-23.562.839.404.245.500;-4.665.268.465.463.280;Android;Motorola G60;Sim;30/06/2025;Desconto;121.06;farmácia;41;Feminino;;
(11) 92049-8528;22/07/2025;20:30:00;Metrô Consolação;-23.555.730.855.450.100;-4.666.159.994.373.500;Android;Samsung Galaxy A52;Não;;;;;32;Masculino;;
(31) 97797-3820;22/07/2025;17:30:00;Esquina Rua da Paz;-23.562.612.346.576.800;-4.664.993.510.812.200;iPhone;iPhone 13;Sim;19/07/2025;Produto;127.08;farmácia;25;Outro;;
(11) 91540-4299;22/07/2025;11:15:00;Metrô Trianon-Masp;-2.356.412.928.834.600;-46.656.637.601.546.300;Android;Samsung Galaxy A52;Não;;;;;55;Masculino;;
(11) 99460-1419;22/07/2025;12:00:00;MASP;-23.560.733.624.887.500;-4.665.581.757.384.710;Android;Realme C35;Sim;15/07/2025;Produto;149.1;esportivo;33;Masculino;;
(11) 96667-9895;22/07/2025;11:30:00;Metrô Trianon-Masp;-2.356.399.317.368.030;-46.656.505.756.132.900;iPhone;iPhone 13;Sim;13/07/2025;Cashback;37.29;esportivo;26;Feminino;;
(11) 93064-5744;22/07/2025;15:30:00;Esquina Rua da Paz;-235.624.638.710.938;-4.665.021.960.653.520;Android;Realme C35;Sim;11/07/2025;Desconto;124.78;esportivo;42;Feminino;;
(11) 93245-8494;22/07/2025;13:30:00;Metrô Consolação;-2.355.610.034.234.580;-46.661.623.858.212.500;Android;Motorola G60;Não;;;;;70;Feminino;;
(11) 91733-7120;22/07/2025;17:30:00;Esquina Rua da Paz;-23.562.553.822.205.600;-46.650.392.720.416.500;Android;Motorola G60;Não;;;;;23;Outro;;
(11) 95685-6908;22/07/2025;19:15:00;Metrô Brigadeiro;-23.569.512.121.449.600;-46.644.977.599.391.300;Android;Samsung S21;Não;;;;;43;Masculino;;
(11) 98252-4928;22/07/2025;18:45:00;Shopping Pátio Paulista;-23.570.261.112.729.000;-4.664.609.737.245.680;Android;Motorola G60;Sim;15/07/2025;Produto;170.82;mercado express;64;Outro;;
(11) 93436-5011;22/07/2025;21:00:00;Metrô Consolação;-2.355.547.930.258.880;-4.666.171.504.101.590;Android;Motorola G60;Não;;;;;36;Masculino;;
(31) 94096-1235;22/07/2025;09:30:00;Shopping Pátio Paulista;-2.357.029.716.842.360;-4.664.560.802.630.520;Android;Realme C35;Sim;21/07/2025;Desconto;487.59;mercado express;62;Outro;;
(11) 91700-5304;22/07/2025;17:00:00;Shopping Pátio Paulista;-23.570.458.348.689.600;-4.664.556.009.659.190;Android;Xiaomi Redmi Note 11;Não;;;;;37;Masculino;;
(11) 92146-4799;22/07/2025;19:45:00;Metrô Trianon-Masp;-23.564.150.027.539.600;-4.665.679.930.294.730;Android;Samsung Galaxy A52;Sim;03/07/2025;Produto;231.98;mercado express;68;Outro;;
(11) 99854-6628;22/07/2025;15:00:00;Metrô Consolação;-23.555.843.232.037.800;-4.666.191.238.184.160;iPhone;iPhone 12;Não;;;;;39;Outro;;
(11) 93280-8729;22/07/2025;12:15:00;Metrô Consolação;-23.555.867.142.060.700;-4.666.175.735.829.070;iPhone;iPhone 13;Não;;;;;23;Outro;;
(11) 94758-3375;22/07/2025;17:00:00;Shopping Cidade São Paulo;-23.563.456.181.070.500;-4.665.221.126.674.480;iPhone;iPhone 13;Sim;28/06/2025;Desconto;180.99;farmácia;26;Masculino;;
(11) 91280-6421;22/07/2025;12:30:00;MASP;-2.356.141.245.651.360;-46.655.831.791.535.300;Android;Xiaomi Redmi Note 11;Sim;17/07/2025;Cashback;461.6;outros;50;Feminino;;
(11) 94372-8174;22/07/2025;10:00:00;Ponto de Ônibus Augusta;-23.558.360.509.841.700;-46.659.047.572.011.400;Android;Motorola G60;Não;;;;;55;Masculino;;
(41) 96928-4440;22/07/2025;08:15:00;Ponto de Ônibus Augusta;-23.558.687.743.282.600;-4.665.893.921.159.530;iPhone;iPhone 14 Pro;Sim;09/07/2025;Desconto;366.97;móveis;19;Masculino;;
(11) 96757-7281;22/07/2025;14:00:00;Shopping Pátio Paulista;-2.357.113.343.932.180;-466.456.726.190.183;iPhone;iPhone 11;Sim;18/07/2025;Cashback;172.61;esportivo;20;Masculino;;
(71) 95938-6966;22/07/2025;08:00:00;Metrô Brigadeiro;-23.569.684.966.275.300;-4.664.478.961.494.750;Android;Samsung Galaxy A52;Não;;;;;18;Masculino;;
(11) 97414-1330;22/07/2025;19:45:00;MASP;-23.561.519.888.644.500;-4.665.632.927.744.630;Android;Xiaomi Redmi Note 11;Sim;05/07/2025;Produto;307.17;mercado express;56;Feminino;;
(11) 97914-7195;22/07/2025;19:45:00;Shopping Cidade São Paulo;-23.563.683.653.172.000;-4.665.217.538.957.860;iPhone;iPhone 14 Pro;Sim;16/07/2025;Cashback;453.9;farmácia;51;Masculino;;
(11) 97537-1077;22/07/2025;13:45:00;Metrô Consolação;-23.555.841.796.612.600;-46.661.214.540.184.900;Android;Motorola G60;Não;;;;;23;Masculino;;
(11) 94565-5749;22/07/2025;08:15:00;MASP;-23.561.696.220.726.900;-4.665.581.253.281.930;Android;Samsung Galaxy A52;Sim;20/07/2025;Cashback;456.51;vestuário;64;Outro;;
(71) 93472-1151;22/07/2025;17:15:00;Ponto de Ônibus Pamplona;-23.567.167.529.672.900;-4.664.845.870.761.400;iPhone;iPhone 12;Sim;27/06/2025;Produto;183.89;restaurante;60;Feminino;;
(11) 91688-2551;22/07/2025;06:45:00;MASP;-23.561.732.387.038.300;-4.665.532.647.774.330;iPhone;iPhone 14 Pro;Sim;04/07/2025;Desconto;266.85;eletrodoméstico;19;Feminino;;
(11) 93986-1611;22/07/2025;09:15:00;Esquina Rua da Paz;-2.356.218.388.250.850;-46.650.045.449.203.100;Android;Samsung Galaxy A52;Sim;24/06/2025;Desconto;447.49;móveis;63;Feminino;;
(11) 93693-9899;22/07/2025;21:15:00;Ponto de Ônibus Pamplona;-2.356.733.620.918.440;-4.664.833.406.776.790;Android;Motorola G60;Sim;11/07/2025;Cashback;276.08;farmácia;62;Masculino;;
(11) 97082-8758;22/07/2025;22:00:00;Shopping Cidade São Paulo;-23.563.028.645.783.000;-46.652.579.348.954.900;Android;Realme C35;Sim;16/07/2025;Produto;125.05;eletrodoméstico;26;Masculino;;
(11) 99878-1770;22/07/2025;15:30:00;Shopping Cidade São Paulo;-23.563.092.168.475.700;-4.665.201.085.685.960;Android;Motorola G60;Sim;14/07/2025;Desconto;204.21;vestuário;54;Masculino;;
(11) 95515-2354;22/07/2025;18:15:00;MASP;-23.561.313.094.556.800;-46.655.801.569.799.500;Android;Realme C35;Sim;20/07/2025;Desconto;177.8;eletrodoméstico;53;Masculino;;
(11) 98691-2804;22/07/2025;17:45:00;MASP;-2.356.152.136.487.380;-46.656.061.795.734.100;iPhone;iPhone SE;Sim;13/07/2025;Desconto;289.25;esportivo;53;Masculino;;
(41) 95973-6341;22/07/2025;17:00:00;Esquina Av. Consolação;-23.557.814.503.477.200;-4.665.984.850.708.040;Android;Samsung Galaxy A52;Não;;;;;18;Outro;;
(11) 97109-3075;22/07/2025;13:00:00;Metrô Consolação;-23.555.815.176.866.700;-46.661.886.275.922.300;Android;Samsung S21;Não;;;;;34;Feminino;;
(11) 95646-7504;22/07/2025;08:30:00;Esquina Rua da Paz;-235.623.047.182.667;-466.501.173.822.159;iPhone;iPhone 14 Pro;Sim;06/07/2025;Produto;154.79;eletrodoméstico;57;Feminino;;
(11) 97441-4695;22/07/2025;09:00:00;Ponto de Ônibus Pamplona;-23.567.671.572.980.000;-4.664.859.924.960.270;Android;Motorola G60;Sim;09/07/2025;Desconto;45.19;farmácia;21;Feminino;;
(11) 96749-7876;22/07/2025;20:30:00;Metrô Trianon-Masp;-23.564.103.617.851.900;-46.656.578.395.585.800;Android;Xiaomi Redmi Note 11;Não;;;;;64;Outro;;
(11) 93145-4930;22/07/2025;17:30:00;Metrô Brigadeiro;-235.700.130.627.182;-466.447.969.252.249;Android;Xiaomi Redmi Note 11;Sim;29/06/2025;Produto;10.09;restaurante;30;Masculino;;
(11) 99918-3690;22/07/2025;12:45:00;Ponto de Ônibus Pamplona;-2.356.740.315.408.230;-4.664.860.293.254.910;iPhone;iPhone 11;Sim;14/07/2025;Cashback;401.06;eletrodoméstico;65;Feminino;;
(11) 94834-6213;22/07/2025;07:00:00;MASP;-23.561.445.957.962.100;-4.665.596.552.618.880;Android;Samsung Galaxy A52;Não;;;;;63;Feminino;;
(11) 97098-3215;22/07/2025;07:45:00;MASP;-23.561.400.827.054.200;-4.665.557.702.520.670;Android;Samsung S21;Sim;09/07/2025;Produto;385.45;vestuário;57;Feminino;;
(61) 98592-6305;22/07/2025;17:00:00;Metrô Consolação;-2.355.585.758.726.370;-46.661.580.106.835.600;Android;Motorola G60;Sim;04/07/2025;Produto;35.54;mercado express;28;Masculino;;
(11) 91697-4081;22/07/2025;08:15:00;Ponto de Ônibus Augusta;-23.558.639.716.554.400;-4.665.889.360.899.110;Android;Xiaomi Redmi Note 11;Sim;06/07/2025;Produto;449.35;outros;22;Masculino;;
(11) 95755-8683;22/07/2025;17:00:00;Esquina Av. Consolação;-235.574.447.186.693;-4.665.973.407.644.220;iPhone;iPhone SE;Sim;30/06/2025;Cashback;46.07;farmácia;25;Outro;;
(11) 99082-9288;22/07/2025;20:30:00;MASP;-2.356.157.983.805.710;-4.665.574.288.493.580;Android;Motorola G60;Sim;08/07/2025;Desconto;263.84;móveis;36;Masculino;;
(11) 98686-3571;22/07/2025;15:00:00;Shopping Cidade São Paulo;-23.562.904.183.289.500;-46.652.390.523.547.100;Android;Xiaomi Redmi Note 11;Sim;05/07/2025;Cashback;365.74;farmácia;23;Masculino;;
(11) 99053-3076;22/07/2025;21:45:00;Metrô Consolação;-23.555.796.390.719.800;-46.661.579.852.373.300;iPhone;iPhone 13;Não;;;;;43;Feminino;;
(11) 93707-1214;22/07/2025;08:00:00;Ponto de Ônibus Pamplona;-23.567.547.315.733.400;-4.664.846.453.616.070;Android;Samsung Galaxy A52;Sim;06/07/2025;Cashback;51.63;eletrodoméstico;17;Feminino;;
(11) 97995-9553;22/07/2025;08:15:00;MASP;-23.561.279.312.754.100;-46.655.903.795.213.000;Android;Realme C35;Sim;12/07/2025;Produto;256.11;móveis;34;Outro;;
(11) 99092-3014;22/07/2025;16:30:00;Ponto de Ônibus Pamplona;-2.356.752.435.975.930;-4.664.844.666.764.150;iPhone;iPhone 13;Sim;13/07/2025;Desconto;420.96;esportivo;28;Feminino;;
(31) 99428-6736;22/07/2025;13:15:00;Shopping Cidade São Paulo;-2.356.323.683.368.040;-4.665.237.294.265.240;Android;Samsung S21;Não;;;;;31;Masculino;;
(31) 92070-1714;22/07/2025;08:30:00;Esquina Av. Consolação;-235.576.797.720.576;-4.666.000.842.829.050;iPhone;iPhone 14 Pro;Não;;;;;30;Masculino;;
(11) 99141-6911;22/07/2025;18:45:00;MASP;-23.561.324.450.029.300;-4.665.593.482.746.790;Android;Samsung S21;Não;;;;;26;Masculino;;
(11) 92506-4635;22/07/2025;19:45:00;Ponto de Ônibus Pamplona;-235.676.547.022.098;-4.664.851.924.333.620;iPhone;iPhone SE;Sim;22/06/2025;Desconto;278.45;eletrodoméstico;18;Feminino;;
(11) 97400-7918;22/07/2025;17:30:00;Shopping Pátio Paulista;-23.570.469.582.431.200;-46.645.625.406.141.900;iPhone;iPhone 11;Não;;;;;19;Outro;;
(21) 98638-2917;22/07/2025;12:45:00;Esquina Rua da Paz;-23.562.054.090.005.500;-4.665.013.128.318.200;Android;Xiaomi Redmi Note 11;Sim;25/06/2025;Produto;321.74;farmácia;43;Masculino;;
(11) 97931-4227;22/07/2025;06:30:00;Metrô Brigadeiro;-23.569.868.063.379.600;-4.664.484.314.050.690;Android;Motorola G60;Sim;23/06/2025;Produto;84.5;outros;44;Feminino;;
(11) 98281-5277;22/07/2025;13:45:00;Shopping Cidade São Paulo;-23.563.295.935.970.100;-46.651.917.356.224.400;Android;Motorola G60;Sim;23/06/2025;Cashback;313.23;mercado express;40;Outro;;
(11) 97554-1180;22/07/2025;13:30:00;Esquina Av. Consolação;-2.355.749.907.678.590;-46.659.887.771.242.400;Android;Motorola G60;Sim;24/06/2025;Cashback;78.32;farmácia;19;Outro;;
(11) 97115-4578;22/07/2025;18:45:00;Metrô Brigadeiro;-23.569.834.197.272.800;-46.644.795.272.411.000;Android;Motorola G60;Sim;16/07/2025;Produto;339.16;outros;39;Masculino;;
(11) 94256-8327;22/07/2025;13:45:00;Shopping Pátio Paulista;-2.357.076.156.889.980;-4.664.533.663.049.440;Android;Samsung Galaxy A52;Sim;23/06/2025;Cashback;348.59;outros;28;Feminino;;
(41) 98225-5825;22/07/2025;12:45:00;Metrô Trianon-Masp;-23.564.018.656.239.000;-46.656.538.308.224.600;iPhone;iPhone 12;Sim;14/07/2025;Desconto;455.56;eletrodoméstico;58;Masculino;;
(11) 95852-5084;22/07/2025;07:45:00;MASP;-23.561.561.675.063.800;-4.665.581.355.139.720;Android;Xiaomi Redmi Note 11;Sim;01/07/2025;Produto;328.91;esportivo;22;Outro;;
(11) 92541-9733;22/07/2025;16:30:00;Metrô Trianon-Masp;-2.356.425.859.799.230;-46.656.434.871.113.800;Android;Realme C35;Sim;30/06/2025;Desconto;430.66;móveis;19;Feminino;;
(11) 98369-4211;22/07/2025;16:00:00;Esquina Rua da Paz;-23.562.757.961.683.600;-46.649.969.165.316.400;Android;Samsung S21;Sim;19/07/2025;Produto;487.47;móveis;61;Feminino;;
(11) 96947-9548;22/07/2025;12:15:00;Metrô Brigadeiro;-2.356.991.568.522.300;-46.645.311.525.577.500;Android;Realme C35;Não;;;;;62;Outro;;
(11) 98099-2819;22/07/2025;15:00:00;Metrô Consolação;-2.355.595.807.174.600;-4.666.152.808.125.460;Android;Samsung Galaxy A52;Sim;05/07/2025;Produto;376.39;esportivo;44;Masculino;;
(11) 93501-9198;22/07/2025;07:00:00;Ponto de Ônibus Pamplona;-23.567.679.311.399.500;-4.664.863.383.411.300;Android;Samsung S21;Não;;;;;18;Feminino;;
(11) 92475-9664;22/07/2025;07:00:00;Esquina Av. Consolação;-23.557.425.331.085.400;-4.665.981.703.169.670;Android;Realme C35;Sim;21/07/2025;Cashback;156.21;móveis;17;Masculino;;
(11) 97195-9975;22/07/2025;18:15:00;Esquina Av. Consolação;-235.573.678.446.958;-46.660.009.315.404.800;Android;Xiaomi Redmi Note 11;Sim;08/07/2025;Desconto;225.83;farmácia;43;Feminino;;
(11) 92663-2774;22/07/2025;07:00:00;Esquina Rua da Paz;-23.562.456.472.187.100;-4.664.997.625.084.990;Android;Samsung Galaxy A52;Sim;19/07/2025;Desconto;122.3;outros;25;Feminino;;
(11) 96917-9330;22/07/2025;08:45:00;Esquina Rua da Paz;-2.356.270.727.119.530;-46.649.944.112.181.800;Android;Realme C35;Sim;25/06/2025;Desconto;66.1;farmácia;46;Outro;;
(11) 99092-3541;22/07/2025;12:00:00;Shopping Cidade São Paulo;-23.563.366.051.909.500;-46.652.180.144.771.700;Android;Realme C35;Sim;06/07/2025;Cashback;115.85;móveis;50;Outro;;
(11) 97349-5611;22/07/2025;07:00:00;Esquina Rua da Paz;-2.356.247.297.287.190;-4.665.043.284.001.360;Android;Samsung Galaxy A52;Não;;;;;58;Masculino;;
(11) 93852-8702;22/07/2025;13:45:00;Metrô Brigadeiro;-2.356.964.217.656.450;-4.664.510.340.634.870;Android;Xiaomi Redmi Note 11;Não;;;;;55;Masculino;;
(11) 99483-8497;22/07/2025;18:45:00;Esquina Rua da Paz;-23.562.620.960.800.000;-4.664.980.881.929.150;iPhone;iPhone 14 Pro;Não;;;;;24;Feminino;;
(11) 98725-1958;22/07/2025;07:00:00;Esquina Rua da Paz;-2.356.253.265.239.630;-4.664.988.051.756.540;Android;Xiaomi Redmi Note 11;Sim;11/07/2025;Produto;225.25;mercado express;20;Masculino;;
(11) 95576-6981;22/07/2025;18:30:00;Shopping Pátio Paulista;-23.570.679.671.129.200;-4.664.549.026.615.000;Android;Realme C35;Não;;;;;53;Outro;;
(11) 95498-7115;22/07/2025;10:15:00;Metrô Consolação;-2.355.573.155.992.800;-46.661.537.016.667.700;Android;Samsung S21;Sim;08/07/2025;Desconto;40.11;restaurante;33;Feminino;;
(11) 95249-7712;22/07/2025;12:00:00;Ponto de Ônibus Pamplona;-23.567.535.704.723.500;-4.664.817.404.601.320;Android;Motorola G60;Sim;23/06/2025;Produto;314.14;farmácia;27;Outro;;
(11) 99452-7883;22/07/2025;17:45:00;Shopping Pátio Paulista;-23.570.174.911.358.500;-4.664.609.174.344.270;Android;Samsung Galaxy A52;Sim;14/07/2025;Cashback;191.74;farmácia;29;Feminino;;
(11) 91191-9710;22/07/2025;14:30:00;Esquina Rua da Paz;-23.562.314.728.851.600;-46.650.215.948.128.000;Android;Motorola G60;Sim;22/06/2025;Desconto;146.9;restaurante;36;Feminino;;
(11) 95564-3362;22/07/2025;08:15:00;Shopping Pátio Paulista;-235.704.470.646.313;-4.664.600.653.521.610;Android;Xiaomi Redmi Note 11;Sim;08/07/2025;Produto;288.82;mercado express;27;Outro;;
(11) 96126-4001;22/07/2025;16:00:00;Shopping Pátio Paulista;-235.704.683.523.557;-4.664.581.824.750.810;Android;Xiaomi Redmi Note 11;Não;;;;;51;Feminino;;
(11) 95466-3132;22/07/2025;17:00:00;Esquina Rua da Paz;-2.356.259.176.420.960;-46.650.086.418.834.900;Android;Realme C35;Sim;24/06/2025;Cashback;363.79;vestuário;28;Masculino;;
(11) 92496-8492;22/07/2025;13:00:00;Metrô Trianon-Masp;-23.564.211.910.144.100;-46.656.811.481.700.300;Android;Motorola G60;Sim;04/07/2025;Cashback;92.29;mercado express;68;Feminino;;
